pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index
3316,1,71,13,2,2,10,,,17000,,23000,11,,6,5,,,6,4,5,5,4,,,6,,,,5,,3,3,2,,2,5,4,,2,4,3,3,,,1,,1,5,,,1,1,,1,3,2,5,2,,3,1,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,1,38,8,1,2,10,2,,20000,,10000,6,,2,3,6,2,4,5,0,3,10,,,10,,6,,7,,1,,,4,4,1,,2,3,2,2,2,3,4,1,4,,5,,4,3,3,,5,2,4,3,5,3,2,2,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
3861,1,62,7,5,2,10,3,,12000,,10000,2,,2,4,1,3,10,4,2,1,1,2,,8,,1,,7,,2,3,2,2,5,4,4,4,,2,4,3,2,2,2,5,2,4,2,3,4,4,5,2,2,2,4,5,2,2,3,,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3225,1,42,9,2,2,,,,10000,,20000,1,,6,5,9,3,4,4,4,4,3,7,,8,,9,,7,,3,,2,,,4,2,,2,4,5,4,2,3,3,5,,,,5,1,2,5,3,3,4,5,2,3,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
737,1,69,7,2,2,,2,,17000,,10000,2,,2,6,3,2,0,0,8,0,0,,,,,,3,6,,3,3,2,,2,4,5,5,2,,3,5,1,1,,5,,5,1,5,2,4,3,4,2,4,5,2,4,,3,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1117,2,48,7,3,,,4,,,,,,,,5,,,,,,,,1,,6,,,,4,,3,5,5,,5,2,4,2,2,4,3,2,2,,3,5,4,,1,4,2,2,4,3,1,4,3,5,1,4,4,2,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,1,33,7,2,2,8,4,,22000,,,3,,,7,3,2,1,0,10,7,0,0,,10,,3,,3,,2,0,3,1,2,5,5,3,5,4,5,5,1,1,4,5,4,4,2,3,1,1,3,5,2,1,4,5,2,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1119,2,74,9,1,2,,4,,,,,,,,5,,,6,7,4,,5,3,,10,,2,,7,,3,,1,,4,3,4,,,4,3,2,3,,1,5,,5,,4,3,1,5,5,1,4,4,4,,1,2,,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,1,75,4,1,2,7,2,,,,,,,,6,3,2,4,4,8,4,4,3,,,,,3,6,,2,2,,4,4,5,,5,2,,,3,1,2,1,5,5,,5,4,3,4,2,4,2,3,5,1,,,1,,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
694,1,51,7,2,2,,,,10000,,13000,2,,2,6,2,2,2,10,1,1,2,4,,8,,2,,6,,2,2,,5,3,,4,3,2,4,4,4,1,2,4,5,3,,1,4,2,3,5,,2,2,5,2,3,2,2,2,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
4329,1,47,7,2,2,,3,,10000,,,2,,,5,2,3,7,8,0,0,3,0,,10,,2,,6,,3,5,2,3,3,4,2,3,5,5,4,3,3,5,3,2,5,4,5,3,2,2,5,4,1,2,5,3,2,4,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
613,1,21,8,2,,,2,,13000,,20000,1,,2,6,,,6,6,4,0,7,,,7,,6,,6,,1,5,,,4,,,2,,5,2,2,2,3,2,4,3,5,2,4,1,2,4,4,2,4,5,4,3,2,1,2,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4463,2,38,7,2,2,7,4,,17000,,17000,3,,3,8,3,3,0,0,10,0,0,0,,10,,3,,5,,2,0,1,1,1,5,5,1,4,3,1,5,1,1,3,5,4,3,2,3,2,1,1,3,1,2,5,5,2,4,4,2,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2363,1,73,9,1,2,11,2,,11000,,20000,2,,6,4,2,3,6,9,4,1,4,5,,7,,2,,6,,3,4,4,,2,4,,4,,4,2,4,2,4,2,5,,4,2,3,3,,3,4,2,4,4,5,,2,1,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1853,1,73,7,1,2,,2,2,17000,10000,10000,2,2,2,5,1,2,9,4,3,2,4,4,2,7,4,1,,7,6,3,3,4,,4,4,4,,3,,2,3,2,2,2,4,,2,,3,2,3,3,5,2,,4,2,,2,1,,4,2,4,2,1,7,7,8,8,8,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,1,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4
999,1,28,7,2,,,3,,13000,,10000,6,,1,5,,,6,6,5,4,6,4,,,,,1,5,,1,3,4,4,,,3,2,4,1,2,,2,,3,3,,,2,,2,1,4,,2,4,4,,,3,2,3,,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,1,64,9,1,2,,2,,17000,,11000,2,,1,6,1,3,8,4,5,2,3,4,,7,,1,,6,,2,0,5,,4,3,,4,3,,,2,2,3,,5,,,1,,2,3,,4,1,,,3,4,2,2,,3,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3863,1,59,8,3,2,,,,,,,,,,5,1,3,7,4,1,2,3,1,,5,,1,,5,,,3,2,5,3,4,,,,2,2,3,2,,3,4,2,5,,4,3,4,4,5,2,3,4,3,5,3,2,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,2,22,4,2,3,5,3,,13000,,10000,1,,1,5,3,2,6,2,8,2,2,2,,3,,,3,3,,,4,,2,2,2,2,2,2,2,3,5,1,2,,5,4,5,1,5,2,3,,,3,4,3,5,2,4,4,,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
244,1,54,7,3,2,9,3,1,10000,13000,99999,9,1,1,5,1,3,8,4,3,2,3,,1,7,4,1,,3,6,3,3,,4,2,4,4,4,3,4,3,2,2,2,2,4,4,3,4,4,2,3,3,4,2,3,4,1,,2,2,2,3,2,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,8,8,7,2,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,3,1,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,,,,4
1881,1,67,4,1,2,6,2,,17000,,17000,11,,11,6,1,3,8,4,4,3,4,,,5,,1,,6,,3,4,3,5,,,,5,3,,3,4,2,2,,5,,,1,,3,4,5,4,2,,5,3,,4,2,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1114,2,59,7,1,2,10,4,,11000,,11000,1,,3,4,,,6,4,4,4,4,0,,5,,,,5,,2,2,,,5,4,3,,3,5,3,2,1,,3,4,,,1,3,2,1,4,4,,4,3,4,2,2,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,1,16,4,3,,,2,2,13000,,11000,1,,6,5,6,2,6,5,3,2,9,0,8,9,4,6,,5,5,3,5,4,,4,4,3,2,,4,2,3,2,4,1,4,5,5,1,5,1,1,4,3,3,2,5,3,3,1,1,2,,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,8,8,1,8,8,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5,5,5,2,5,5,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,,,,3
338,2,52,6,2,2,12,4,1,23000,23000,23000,,1,11,5,,,,,4,1,3,2,1,7,4,,,4,5,3,,,,,3,4,,,3,2,4,1,3,,4,,2,,3,2,3,,5,3,4,4,4,3,3,4,4,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,8,8,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
4396,2,45,7,2,2,,4,,17000,,10000,3,,3,8,3,2,5,4,8,6,0,0,,8,,3,,2,,2,0,2,3,2,1,3,2,2,3,2,5,1,1,4,5,3,2,2,2,2,5,4,3,2,2,4,4,2,3,2,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3496,2,48,7,1,2,15,4,,22000,,17000,3,,2,6,,,8,10,7,0,0,0,,9,,,,5,,2,0,1,3,1,5,5,5,3,5,1,5,1,1,4,5,5,3,5,2,2,4,5,5,2,1,3,5,2,4,2,4,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3922,1,80,4,1,2,6,4,,,,,,,,5,1,3,8,3,0,0,4,0,,9,,1,,6,,3,5,1,2,3,3,2,3,2,3,3,5,2,3,,3,5,5,5,5,1,1,5,5,1,2,3,3,1,4,4,4,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
226,1,50,4,2,3,8,2,2,11000,13000,17000,1,6,12,5,1,3,6,0,2,0,0,,6,10,4,1,,6,6,2,0,3,2,3,5,5,2,3,4,2,5,1,1,2,4,5,5,5,2,3,4,5,4,2,3,2,3,3,4,2,2,4,2,2,3,2,7,7,5,5,5,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,8,8,5,5,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,4,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,,,,5
1177,2,17,6,1,3,,4,,11000,,,,,,5,,,2,1,5,0,2,,,1,,,,1,,2,0,3,1,1,3,3,1,3,4,4,5,1,1,4,5,5,5,2,4,2,5,5,4,1,3,5,4,2,4,4,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2730,1,49,7,2,3,8,4,4,17000,10000,,3,1,,7,3,3,2,1,10,7,0,4,,5,2,3,,5,3,2,0,3,2,2,5,2,3,2,5,3,5,1,1,4,5,4,5,3,2,2,3,3,3,2,2,3,2,1,4,3,3,4,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,1,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
4392,2,48,7,2,2,15,4,,22000,,17000,3,,3,7,3,3,4,5,10,8,0,0,,10,,3,,5,,2,0,3,3,2,5,5,5,2,5,3,5,1,1,3,5,5,4,3,1,3,4,4,5,2,2,4,5,2,4,4,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4141,2,78,3,1,3,4,4,,10000,,,2,,,5,2,3,7,10,1,0,2,0,,10,,2,,6,,2,0,2,2,2,1,4,5,3,2,2,4,1,2,4,4,5,5,3,2,4,4,3,5,2,2,1,4,3,3,4,,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
1952,2,80,4,1,2,,2,,22000,,17000,3,,3,5,1,2,10,0,0,0,0,0,,10,,1,,7,,2,0,3,2,2,5,5,5,3,3,3,5,1,1,,5,3,5,5,1,1,5,3,5,1,2,1,3,3,2,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4544,2,22,7,2,2,12,4,,20000,,20000,3,,3,0,6,3,0,0,0,0,6,0,,8,,6,,2,,3,5,2,3,2,2,3,1,3,3,1,4,3,3,4,3,5,3,3,2,3,3,5,5,2,2,3,5,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
146,1,83,3,2,2,6,2,,11000,,17000,1,,12,5,1,3,9,0,3,0,0,5,,10,,1,,7,,2,0,2,1,3,5,5,3,2,4,3,5,1,1,2,5,5,5,5,2,4,4,5,4,1,2,2,1,5,2,2,,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2386,2,48,7,2,2,5,4,3,11000,10000,19000,2,2,2,5,2,2,6,10,0,0,2,3,2,10,4,2,,4,4,1,5,4,3,2,5,5,5,2,3,3,4,2,3,2,5,3,5,3,2,2,4,3,4,2,2,1,1,3,3,4,4,3,2,3,3,3,4,2,1,1,8,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5
3942,1,43,7,2,2,8,4,2,11000,10000,,1,12,,5,1,3,10,7,0,0,3,0,1,10,4,1,,6,4,3,5,2,4,2,3,5,1,3,5,2,3,3,3,4,2,5,4,5,3,2,2,4,5,1,2,4,4,3,4,2,4,4,4,4,4,2,2,2,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3
149,1,33,9,1,2,6,3,2,11000,11000,99999,9,1,10,5,,,0,0,3,3,3,10,1,10,4,10,,5,6,2,0,5,1,3,5,3,1,1,5,1,5,1,1,3,5,5,5,5,3,3,3,2,1,2,1,3,3,2,1,1,2,4,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,8,9,8,7,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,2,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,,,5
3503,2,28,7,2,3,,4,,17000,,12000,3,,3,5,,,0,0,8,0,0,0,,0,,,12,3,,2,0,3,2,1,2,4,1,2,5,3,5,1,1,4,5,3,5,3,3,2,2,5,5,1,2,5,5,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3919,2,49,7,2,2,15,3,,10000,,,1,,,5,1,3,9,7,0,0,2,2,,10,,1,,6,,1,5,2,1,1,4,3,2,3,5,3,3,3,4,3,3,5,5,3,5,2,2,5,5,2,2,5,3,1,3,2,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
4391,1,29,7,1,2,,4,,17000,,17000,3,,3,6,3,3,4,4,10,3,0,3,,10,,3,,2,,2,0,2,5,1,5,5,5,3,5,5,5,1,1,4,5,3,4,2,3,3,3,5,5,2,3,5,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2739,1,52,7,1,3,7,2,2,21000,22000,22000,3,3,3,5,3,2,3,0,10,5,0,5,3,10,4,3,,7,5,2,0,5,3,2,5,3,4,3,5,4,5,2,1,4,5,4,3,3,2,2,3,3,4,1,1,3,3,2,2,2,3,4,4,3,3,2,1,1,8,1,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,8,8,8,8,3,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,4,5,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,4.5
4120,1,77,4,1,2,6,4,,11000,,,1,,,5,1,3,10,9,0,0,3,3,,10,,1,,7,,3,5,3,3,2,3,2,2,3,3,2,3,2,4,4,2,4,3,5,5,1,1,5,5,1,1,5,5,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4393,1,76,4,2,2,,4,,22000,,,3,,,7,3,3,2,4,10,7,1,0,,9,,3,,4,,2,0,3,5,2,3,5,4,2,5,4,5,1,1,,5,3,2,3,1,5,5,5,3,3,4,1,1,5,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
4142,2,47,7,2,2,,4,,11000,,10000,2,,2,5,2,3,7,0,0,0,0,0,,9,,2,,7,,3,5,3,1,2,4,3,1,2,3,3,4,2,3,4,3,4,3,5,4,1,2,3,3,2,3,3,2,2,4,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4394,1,39,7,2,4,6,4,,17000,,,3,,,8,3,3,0,0,8,0,7,0,,0,,,,2,,2,0,2,3,2,3,5,1,3,2,3,5,2,1,4,5,5,5,5,2,2,4,5,5,2,2,3,5,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2991,2,27,7,1,3,5,3,3,11000,99999,11000,6,,6,1,6,3,4,0,0,0,10,0,2,10,4,6,,6,2,3,5,2,2,1,3,3,1,3,5,1,1,3,4,4,1,4,5,3,4,2,1,3,5,1,3,4,3,2,4,4,4,4,4,4,4,3,4,4,8,8,8,9,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,8,9,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5
7,1,24,8,3,1,1,1,,17000,,22000,12,,12,5,,,0,0,0,0,0,0,,10,,12,,5,,2,0,4,1,5,5,5,3,2,5,1,1,1,2,1,4,3,5,5,5,1,5,1,5,1,4,3,5,1,1,1,1,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2959,2,39,8,2,2,15,3,3,11000,10000,11000,6,1,6,2,6,2,2,1,0,0,10,1,1,0,4,,6,6,5,1,9,3,3,3,5,3,1,2,3,1,2,3,4,4,1,3,5,3,3,2,2,3,5,1,2,5,1,1,4,2,4,2,4,4,3,2,3,3,5,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,8,5,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,3,4,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,2.5
3941,1,80,4,2,3,6,4,,17000,,,1,,,5,1,2,7,3,0,0,0,1,,10,,1,,6,,2,0,2,3,1,3,3,3,3,3,2,5,3,2,4,4,3,5,5,2,4,2,5,4,3,4,1,1,3,4,4,,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3759,1,62,7,1,2,7,4,,,,,,,,,,,8,8,0,0,7,2,,10,,,,6,,3,8,3,3,1,1,3,1,4,5,3,4,3,2,4,3,5,3,5,1,3,5,4,5,2,1,4,4,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2990,1,46,7,1,2,6,4,,11000,,11000,6,,6,0,6,2,5,1,0,0,10,0,,9,,6,,7,,1,8,3,3,3,3,3,1,3,5,1,1,4,5,4,5,4,5,3,3,1,2,4,4,2,2,5,4,2,3,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
1899,2,80,4,2,1,6,1,1,17000,,22000,2,,3,5,1,2,8,7,6,0,1,0,1,10,4,1,,6,5,3,5,3,3,2,5,5,3,3,5,2,5,2,2,3,5,4,5,5,4,2,5,4,3,2,2,5,5,2,3,2,,3,3,2,2,1,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
2727,2,20,7,2,3,6,4,4,11000,11000,22000,3,12,3,8,3,2,1,1,10,2,0,3,,6,1,3,,4,1,2,0,3,1,2,3,4,1,2,5,3,4,1,1,3,5,5,4,3,3,1,3,3,5,1,2,4,2,3,4,4,4,2,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
3758,2,21,7,2,2,15,4,,,,,,,,,,,8,9,2,0,7,0,,0,,,12,1,,3,5,2,1,3,3,4,1,3,1,3,3,3,3,4,2,3,5,5,5,3,1,4,5,1,3,5,1,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
4204,2,82,4,1,2,5,4,,,,,,,,5,2,3,7,9,1,0,5,0,,8,,2,,3,,3,5,3,2,3,3,4,1,3,3,3,3,2,3,4,3,5,4,5,1,3,5,3,5,3,2,5,3,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3923,1,80,4,2,2,14,4,,11000,,,1,,,7,1,3,9,6,0,0,0,0,,10,,1,,6,,3,5,3,2,2,3,4,5,3,5,3,5,3,3,,3,4,5,3,1,4,5,4,4,2,2,1,1,3,4,4,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
